method,query_id,question_type,primary_category,primary_mclsf,gold_document_count,gold_chunk_count,retrieved_count,latency_ms,chunk_hit@1,chunk_hit@3,chunk_hit@5,chunk_hit@10,chunk_recall@5,chunk_recall@10,chunk_mrr,document_hit@1,document_hit@3,document_hit@5,document_hit@10,document_mrr
BM25,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,4,10,2.68470001174137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM25,oy_eval_v2r_q0090,required_documents,참여권리,청년참여,1,4,10,2.083499974105507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM25,oy_eval_v2r_q0094,application_period,참여권리,청년참여,1,3,10,2.3307999945245683,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
BM25,oy_eval_v2r_q0098,application_method,참여권리,청년참여,1,2,10,2.228399971500039,0.0,0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_repair_q0007,specific_policy_search,일자리,창업,1,3,10,2.481000032275915,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0009,eligibility,일자리,취업,1,4,10,2.0615000394172966,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0012,application_period,일자리,취업,1,3,10,1.9661999540403485,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.0,1.0,1.0,0.2
Char TF-IDF,oy_eval_repair_q0021,application_method,일자리,창업,1,3,10,1.9438999588601291,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0024,specific_policy_search,일자리,취업,1,3,10,2.90389999281615,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666
Char TF-IDF,oy_eval_repair_q0027,application_method,일자리,창업,1,3,10,2.2509999689646065,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0030,support_content,일자리,취업,1,2,10,2.044699969701469,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0032,application_method,일자리,취업,1,3,10,2.22389999544248,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0033,application_period,일자리,창업,1,4,10,2.666699991095811,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0034,specific_policy_search,일자리,취업,1,2,10,1.9261999987065792,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0035,support_content,일자리,창업,1,2,10,2.0475999917834997,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0037,support_content,복지문화,문화활동,2,9,10,2.5878000305965543,1.0,1.0,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0038,eligibility,복지문화,건강,2,8,10,1.9619999802671373,1.0,1.0,1.0,1.0,0.375,0.625,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0039,application_method,복지문화,예술인지원,1,2,10,1.7159999697469175,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0042,specific_policy_search,복지문화,건강,1,2,10,1.6928999684751034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0043,support_content,복지문화,예술인지원,1,3,10,1.908700040075928,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0045,required_documents,복지문화,문화활동,1,2,10,1.8175000441260636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0047,specific_policy_search,복지문화,예술인지원,1,1,10,1.8196000019088387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0054,application_method,복지문화,건강,1,1,10,2.570300013758242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0056,specific_policy_search,주거,주택 및 거주지,1,2,10,2.0770999835804105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_repair_q0066,eligibility,주거,전월세 및 주거급여 지원,1,2,10,2.1912999800406396,0.0,0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.25
Char TF-IDF,oy_eval_repair_q0072,support_content,교육,교육비지원,1,3,10,1.7790000420063734,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0073,eligibility,교육,온라인교육,1,6,10,1.7942000413313508,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0074,application_method,교육,미래역량강화,1,2,10,1.7784999799914658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0075,application_period,교육,온라인교육,1,3,10,1.8158999737352133,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0076,required_documents,교육,미래역량강화,1,3,10,2.0434000180102885,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Char TF-IDF,oy_eval_repair_q0077,specific_policy_search,교육,교육비지원,1,3,10,1.7760000191628933,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_repair_q0080,application_method,교육,교육비지원,2,6,10,1.7551000346429646,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0082,required_documents,교육,미래역량강화,1,5,10,1.6273999935947359,1.0,1.0,1.0,1.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0085,application_method,교육,미래역량강화,1,3,10,1.6119999927468598,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0089,application_period,참여권리,권익보호,1,1,10,1.830299966968596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0099,application_period,참여권리,정책인프라구축,1,2,10,2.261199988424778,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_repair_q0100,required_documents,참여권리,청년국제교류,1,2,10,1.9327999907545745,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0002,support_content,일자리,창업,1,2,10,2.563500020187348,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0003,eligibility,일자리,재직자,1,3,10,3.4221999812871218,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0004,application_method,일자리,창업,1,3,10,4.529299971181899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,2,10,4.605800029821694,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0015,eligibility,일자리,창업,1,3,10,3.3036000095307827,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0017,application_period,일자리,창업,1,2,10,2.873099991120398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0025,support_content,일자리,창업,1,2,10,2.8247999725863338,0.0,0.0,1.0,1.0,0.5,0.5,0.2,0.0,0.0,1.0,1.0,0.2
Char TF-IDF,oy_eval_v2r_q0026,eligibility,일자리,취업,1,2,10,2.6384000084362924,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0064,specific_policy_search,주거,기숙사,1,2,10,2.611700037959963,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0078,support_content,교육,온라인교육,1,3,10,2.715200011152774,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0,1.0,1.0,1.0,0.5
Char TF-IDF,oy_eval_v2r_q0086,specific_policy_search,참여권리,청년참여,1,4,10,2.6353999855928123,0.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Char TF-IDF,oy_eval_v2r_q0090,required_documents,참여권리,청년참여,1,4,10,2.097700024023652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Char TF-IDF,oy_eval_v2r_q0094,application_period,참여권리,청년참여,1,3,10,1.9697999814525247,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Char TF-IDF,oy_eval_v2r_q0098,application_method,참여권리,청년참여,1,2,10,1.9557999912649393,0.0,0.0,1.0,1.0,0.5,1.0,0.2,0.0,0.0,1.0,1.0,0.2
Hybrid RRF,oy_eval_repair_q0007,specific_policy_search,일자리,창업,1,3,10,4.641300009097904,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0009,eligibility,일자리,취업,1,4,10,4.485200042836368,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0012,application_period,일자리,취업,1,3,10,3.8274999824352562,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,1.0,0.16666666666666666
Hybrid RRF,oy_eval_repair_q0021,application_method,일자리,창업,1,3,10,4.632800002582371,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0024,specific_policy_search,일자리,취업,1,3,10,7.050399959553033,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.0,1.0,1.0,0.2
Hybrid RRF,oy_eval_repair_q0027,application_method,일자리,창업,1,3,10,6.834100000560284,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0030,support_content,일자리,취업,1,2,10,5.677300039678812,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0032,application_method,일자리,취업,1,3,10,3.7006999482400715,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0033,application_period,일자리,창업,1,4,10,4.471199994441122,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0034,specific_policy_search,일자리,취업,1,2,10,3.3639000030234456,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0035,support_content,일자리,창업,1,2,10,5.090599996037781,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0037,support_content,복지문화,문화활동,2,9,10,4.706099978648126,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0038,eligibility,복지문화,건강,2,8,10,3.431999997701496,1.0,1.0,1.0,1.0,0.5,0.625,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0039,application_method,복지문화,예술인지원,1,2,10,5.052099993918091,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0042,specific_policy_search,복지문화,건강,1,2,10,5.619899951852858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0043,support_content,복지문화,예술인지원,1,3,10,5.749800009652972,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0045,required_documents,복지문화,문화활동,1,2,10,4.5115000102669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0047,specific_policy_search,복지문화,예술인지원,1,1,10,5.509399983566254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0054,application_method,복지문화,건강,1,1,10,3.7452999968081713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0056,specific_policy_search,주거,주택 및 거주지,1,2,10,4.523800045717508,0.0,0.0,1.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.25
Hybrid RRF,oy_eval_repair_q0066,eligibility,주거,전월세 및 주거급여 지원,1,2,10,4.700399993453175,0.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Hybrid RRF,oy_eval_repair_q0072,support_content,교육,교육비지원,1,3,10,4.873600031714886,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.0,0.0,1.0,1.0,0.25
Hybrid RRF,oy_eval_repair_q0073,eligibility,교육,온라인교육,1,6,10,5.650600010994822,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0074,application_method,교육,미래역량강화,1,2,10,5.341499985661358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0075,application_period,교육,온라인교육,1,3,10,4.5396999921649694,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0076,required_documents,교육,미래역량강화,1,3,10,4.390600020997226,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0077,specific_policy_search,교육,교육비지원,1,3,10,3.5214999807067215,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0080,application_method,교육,교육비지원,2,6,10,4.225500044412911,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0082,required_documents,교육,미래역량강화,1,5,10,3.0451000202447176,1.0,1.0,1.0,1.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0085,application_method,교육,미래역량강화,1,3,10,3.2469999860040843,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0089,application_period,참여권리,권익보호,1,1,10,3.7518999888561666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0099,application_period,참여권리,정책인프라구축,1,2,10,6.754899979569018,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_repair_q0100,required_documents,참여권리,청년국제교류,1,2,10,2.9431000002659857,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0002,support_content,일자리,창업,1,2,10,5.085999961011112,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5
Hybrid RRF,oy_eval_v2r_q0003,eligibility,일자리,재직자,1,3,10,4.266499949153513,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0004,application_method,일자리,창업,1,3,10,4.775100038386881,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1,0.0,0.0,0.0,1.0,0.1
Hybrid RRF,oy_eval_v2r_q0005,required_documents,일자리,재직자,1,2,10,3.8944000261835754,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0015,eligibility,일자리,창업,1,3,10,4.4241000432521105,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
Hybrid RRF,oy_eval_v2r_q0017,application_period,일자리,창업,1,2,10,7.243900035973638,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Hybrid RRF,oy_eval_v2r_q0025,support_content,일자리,창업,1,2,10,6.426100037060678,0.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333
