question_id,question,answer,expected_doc_id,rank,score,retrieved_doc_id,chunk_id,answer_in_chunk,retrieved_text
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,2,0.809912,doc_0196,doc_0196_chunk_000,X,"오는 10월 개원하는 ‘경희 후마니타스 암병원’ 준비단장에 정상설 경희의료원 유방외과 교수가 임명됐다. 정 교수는 10월 병원 오픈과 동시에 암 병원장에 취임한다. 2일 경희의료원에 따르면 정 단장은 유방암 분야의 명의로 대한외과학회 이사장, 한국 유방암학회‧대한임상종양학회 초대 이사장, 세계유방암학술대회 대회장, 분당차병원 유방갑상선 암센터장 등 다양한 대내외 활동을 수행했다. 지금까지 약 2000건 이상의 유방암 수술을 집도했고 국내 최초로 암 조직만 절제하는 유방보존술 도입했다. 또 국내 최초로 유방암 환우회를 설립 및 운영, 한국유방암학회에서 활동 당시 핑크리본캠페인을 만드는데 앞장서는 등 암 환자의 삶의 질을 높이고 치유의 희망을 제공하고자 노력해왔다. 정 단장은 “후마니타스 암병원의 미션이 ‘암을 넘어선 삶(Life Beyond Cancer)’이듯 평소에 중요하게 생각해오던 가치 중 하나가 ‘암 수술 후 삶을 풍요롭게’”라며 “평소 품어 온 뜻을 실천하는데 최적의 병원이라고 생각되어 결정했고 암환자를 위한 마지막 봉사라고 생각하는 이번 역할에 온 마음을 다할 것”고 말했다. 암으로 무너진 환자의 인간다움의 회복을 최우선 가치로 삼는 경희 후마니타스 암병원의 건립 공정은 현재 마무리 단계에 접어들었다. 현재 외부 공사는 완료됐고 내부 마감 공사가 진행 중이다. 민태원 기자 twmin@kmib.co.kr"
c1_57062-1,포럼은 어떻게 진행되는가?,"기조강연을 시작으로 국가별 주제관련 사례발표, 그룹 토론 및 전체총회, '청소년선언문' 작성 및 채택 등 다양한 프로그램을 운영한다.",doc_0001,3,0.80545,doc_0101,doc_0101_chunk_000,X,"""스웨덴을 방문 중인 리용호 북한 외무상이 스웨덴 총리와 외교부 장관을 만났습니다. 북미 정상회담을 앞둔 사전 정지작업이라는 분석이 나오고 있습니다. 스톡홀름에서 이민우 특파원이 보도합니다. [리포트] 이른 아침부터 스웨덴 총리를 면담한 뒤 공관을 떠나는 리용호 외무상. [회담은 어떠셨습니까?] 어제저녁(15일) 외교장관 회담에 이어 오늘(16일)은 총리까지 만난 겁니다. 스웨덴 총리는 앞서 이번 북미회담에서 역할론을 밝힌 바 있어 리 외무상이 김정은의 메시지를 전달했을 가능성도 거론됩니다. [발스트롬/스웨덴 외교부 장관 : 우리는 만남을 준비하기 위한 이번 기회를 소중하게 생각합니다. 대화와 정치적 해결을 믿습니다.] 이에 따라 북한과 스웨덴이 북미 정상회담을 위한 사전 신뢰구축 차원에서 북한에 억류된 미국인 3명의 석방 문제를 논의하고 있다는 분석이 나옵니다. 스웨덴이 북한을 방문하는 미국인들의 영사 업무를 대행하고 있고, 대학생 웜비어의 석방에도 관여했었기 때문입니다.이곳 외교가에서는 이용호 외무상의 스웨덴 방문 일정이 이틀에서 나흘로 늘어날 수 있다고 보고 있습니다. 이번 회담의 의제가 확대될 수 있다는 뜻입니다. 일정 확대로 스웨덴에서 북미 간 접촉도 이뤄지는 것 아니냐는 관측이 나오지만, 미국은 이를 부인했습니다. [노어트/미 국무부 대변인 : 자세한 내용은 스웨덴에 물어보셔야 합니다. 우리는 스웨덴에 대표단을 보내지 않았"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,1,0.885422,doc_0002,doc_0002_chunk_000,O,"[헤럴드POP=고승아 기자]그룹 구구단 샐리가 리듬체조에서 실수했다.15일 방송된 MBC '설특집 2018 아이돌스타 육상 볼링 양궁 리듬체조 에어로빅 선수권대회(이하 아육대)'에서는 구구단 샐리가 리듬체조 종목에 출전한 모습이 그려졌다.이날 구구단 샐리는 리듬체조 종목에 처음 출전해 훌라후프로 무대를 꾸몄다. 그러나 연기 도중 훌라후프를 받지 못하는 등 실수를 해 안타까움을 자아냈다.응원을 하던 구구단 멤버들도 열심히 연습했던 샐리를 생각해 눈물을 흘렸다.popnews@heraldcorp.com- Copyrights ⓒ 헤럴드POP & heraldpop.com, 무단 전재 및 재배포 금지 -"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,2,0.824215,doc_0057,doc_0057_chunk_001,X,"있는 몸매를 자랑한다. 하지만 그의 잘록한 허리도 감탄을 자아낼 정도. 비키니부터 트레이닝복까지 완벽하게 소화하는 몸매의 소유자다.◆ 신수지신수지는 리듬체조 전 국가대표 출신답게 탄탄하면서도 볼륨감 있는 몸매가 돋보인다. SNS에서 플라잉 요가로 유연한 몸을 뽐내는 것은 물론 부러움을 자아내는 각선미가 눈길을 끈다.◆ 경리경리는 잘록한 허리가 돋보이는 S라인 몸매가 매력적이다. 몸매가 드러나는 의상을 입어도 전혀 굴욕 없는 몸매는 여성들의 워너비다. /kangsj@osen.co.kr[사진] 김준희, 한혜진, 장윤주, 손나은, 제시, 신수지, 경리 인스타그램"
m5_306705-1,아육대에서 리듬체조에 출전한 구구단의 멤버는?,샐리,doc_0002,3,0.814011,doc_0177,doc_0177_chunk_001,X,"상황이 달라졌다. 다른 선수들이 경기를 앞두고 쉬는 시간에 예배를 드려야 했다. ‘신참’ 시절에는 교회에 거의 나가지 못했다. 이후 프로생활과 결혼·임신 등 바쁜 생활 속에서 교회는 점점 멀어져 갔다. 그러다 2010년 딸을 낳고 ‘프로배구 역대 첫 엄마 선수’가 된 지 2년이 지난 2012년, 그는 어머니 손에 끌려 청주 서원경교회(황순환 목사)를 찾았다. 정 선수는 “코트 복귀 후 2년간 부진해 마음고생이 심했는데 그날은 ‘그동안 왜 교회에 나가지 않았을까’ 생각될 만큼 편안했다”고 고백했다. 그 뒤로는 오프시즌 중에는 반드시 교회를 찾아 주일 예배를 드린다. 그에게 힘이 되는 성경 구절은 여호수아 1장 9절이다. 지난달 열린 챔피언결정전에서도 정 선수는 왼쪽 팔목에 ‘Joshua 1:9(수 1:9)’라고 적힌 손목 보호대를 붙이고 경기에 나섰다. 그는 “‘강하고 담대하라’는 구절을 통해 두려움과 떨림을 이겨내자는 생각에서 시작했다”며 “매일 보호대 안쪽에 이 구절을 적고, 보호대 바깥쪽에는 그날마다 하나님께서 내게 주시는 구절을 적어둔다”고 말했다. 가끔 심판들이 찾아와서 “그게 뭐냐”고 물으면 “성경말씀이에요”라고 말하기도 한다. 시즌 중 찾아오는 슬럼프 때는 더 열심히 성경을 읽고 CCM을 들으며 마음을 가다듬는다고 했다. 팀 스케줄상 매주 예배 참석이 어렵기 때문에 정 선수는 자신만의 방식으로 매일 예배를 드린다. 매일 아"
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,1,0.912981,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,2,0.87104,doc_0003,doc_0003_chunk_001,X,이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151305-1,중국에서 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠진 사람은 누구야?,보조 교통 경찰로 일하는 천중핑,doc_0003,3,0.85998,doc_0174,doc_0174_chunk_000,X,"동.서남아시아의 지진.해일로 인한 한국인 사망자와 실종자 수가 전날에 비해 각각 1명과 2명이 늘어나 1일 모두 9명이 숨지고 11명이 실종된 것으로 집계됐다. 외교통상부는 이날 그동안 태국 푸껫 남단 피피섬에서 실종된 것으로 분류됐던지모(24.여)씨가 사망한 것으로 유가족에 의해 확인됐으며, 고모(41)씨와 이모(31.여)씨가 카오락 지역에서 실종된 것으로 보인다고 밝혔다. 이에 따라 이날 오후 7시 30분 현재 이번 사고로 인한 한국인 피해자는 사망 9명, 실종 11명, 소재 미확인 332명으로 집계됐다. 이날 실종자로 분류된 고씨 등 2명은 `황성옛터', `타향살이' 등의 노래로 익숙한 가수 고(故) 고복수 선생의 아들과 그의 예비신부인 것으로 알려졌으며, 고복수 선생의 장남으로 트로트 가수인 영준씨가 실종신고를 해왔다. 외교부에 따르면 지난 달 19일 푸껫에 입국한 두 사람은 푸껫 관광을 마친 뒤 개별관광을 위해 카오락 지역으로 떠났으나 24∼25일 고씨가 국내 친구와 통화한 이후 연락이 두절됐고, 태국 현지인들이 카오락의 가든비치호텔 인근에서 사체를 발굴하던 중 이들의 여권이 발견됐다. 사망자는 지씨 외에 피피섬에서 숨진 채 발견된 황보모(65.여),윤모(40),임모(20.여), 김모(72.여)씨와 박모(4)군, 푸껫서 사망한 배모(75.여)씨, 푸껫 카오락에서 신혼여행 중 숨진 이모(31.여)씨, 말레이시아 교민 임모(33"
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,1,0.908031,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,2,0.881519,doc_0003,doc_0003_chunk_001,X,이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151306-1,천중핑씨가 추락하는 아이를 구하고 뇌출혈로 인한 의식불명 상태에 빠진건 언제야?,지난달 28일,doc_0003,3,0.848297,doc_0013,doc_0013_chunk_000,X,"8일 오전 7시께 광주시 동구 계림동 85-20 전모(38)씨 집 안방에서 전씨의 딸(12)이 의식을 잃고 쓰러져 있는 것을 가족들이 발견,119에 신고해 구급차로 전남대 병원으로 급히 옮겨졌으나 이미 숨졌다. 전씨에 따르면 전날 저녁 주방 가스레인지위에 식혜가 담긴 그릇을 올려놓고 가스레인지를 켜놓은 채 자신과 아내(33), 12살과 11살의 남매 등 네 가족이 안방에서잠이 들었는데 아침에 일어나 보니 딸이 의식을 잃은 상태여서 신고를 했다. 경찰은 이날 사고가 밀폐된 상태에서 장시간 가스레인지를 켜놓아 산소부족으로일어난 것이 아닌가 보고 정확한 사인을 조사중이다."
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,1,0.856033,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,2,0.837609,doc_0003,doc_0003_chunk_001,X,이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151307-1,천중핑씨가 보조 교통 경찰로 일하는 곳은 어디야?,구이저우성 카일리시,doc_0003,3,0.828641,doc_0154,doc_0154_chunk_000,X,"탁신 치나왓 태국 총리는 11일 푸미폰 아둔야뎃 국왕의 재가를 얻어 새 내각을 출범시켰다. 탁신 총리는 새 내각의 외무장관에 무역대표를 지낸 칸타티르 수파몽콘을 임명하는 한편 재무장관에는 솜킷 자투스리피탁 부총리를 겸임토록 했다고 TNA통신이 보도했다. 또 차기 유엔 사무총장을 노리는 수라키앗 사티라타이 전 외무장관은 부총리로 영전됐고 국방장관에는 탐마락 잇사랑구라 퇴역 장군이 임명됐다. 탁신 총리의 신임이 두터운 수다랏 케유라판(여) 전 보건장관은 농업장관으로 자리를 옮겼으며 한때 경질설이 나돈 아디사이 보다라믹 교육장관은 유임됐다. 하원의장으로 선출된 포킨 파나쿤 전 내무장관 후임에는 경찰 출신 칫차이 와나사팃야 전 마약통제청장이 임명됐다. 칫차이 내무장관은 부총리직도 겸임한다. 전국 조류독감 퇴치 위원회 위원장을 맡고 있는 차투론 차이생 부총리와 위사누크르어응암,피닛 자루솜밧 부총리 등은 유임됐다. ◇태국 새 내각 주요 각료 명단 △외무 = 칸타티르 수파몽콘 △내무 = 칫차이 와나사팃야 △재무 = 솜킷 자투스리피탁(부총리 겸임) △상무 = 타농 비다야 △국방 = 탐마락 잇사랑구라 △교육= 아디사이 보다라믹 △농업 = 수다랏 케유라판 △에너지 = 위셋 촙피반 △관광ㆍ스포츠 = 솜삭 텝수틴 △정보통신기술 = 수윗 쿤킷티 △보건 = 수차이 차런랏타나쿤"
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,1,0.877689,doc_0003,doc_0003_chunk_001,O,이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,2,0.833106,doc_0003,doc_0003_chunk_000,X,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이
c1_151308-1,천중핑의 선행 사실을 접한 중국 기업 알리바바는 무엇을 하기로 했어?,‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여,doc_0003,3,0.823607,doc_0112,doc_0112_chunk_000,X,"지율스님이 매번 청와대 근처에서 단식농성을 하는 건 바로 이 약속을 지키라는묵언의 시위인 셈이다. 곽결호 환경부 장관의 약속 위반도 마찬가지 이유에서 그의비난을 받았다. ◆해결책 없나= 현재로선 지율스님의 생명을 살리면서 합리적인 해결책을 찾을수 있는 가능성은 그리 크지 않은게 사실이다. 지율스님은 ‘3개월 발파공사 중지 및 환경영향 공동 조사’라는 제의를 해놓고정부 답변을 기다리던 지난달 20일 와 만나 “나로서는 물러설만큼 물러섰다. 정부가 받아들이지 않는다면 답답한 건 내가 아니라 정부다”라고 말했다. 이는 기존의 ‘선조사, 후공사’ 요구와 비교할 때 사실상 ‘공사 중지 요구’는 포기한 것이나 마찬가지라는게 측근들의 설명이다. 해결책을 찾는다면 ‘환경영향 공동 조사와 이를 위한 공사 일정 조정’ 정도에서찾아야 했는데 정부가 “일개인 때문에 국책사업을 자꾸만 중단한다는게 말이 되느냐”는 여론을 의식, 공동 조사마저 거부하는 바람에 사태가 악화될 대로 악화됐다는것. 한나라당과 민주노동당 등 야당 의원들이 ‘환경영향평가 재실시’ 결의안 상정등을 약속하고 있는 것은 이 점을 의식한 행동으로 풀이된다. 하지만 정부가 이를 받아들일 가능성이 적은데다 100일을 앞둔 시점이어서 이미늦은게 아니냐는 관측마저 나오고 있다. 지율스님측 이동준 변호사는 최근 “나를 비롯해서 스님과 가까운 이들도 스님을만날 때마다 단식을 풀라고 간곡히 부탁했지만 소"
c1_151309-1,천중핑씨의 상태는 어때?,이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다,doc_0003,1,0.87127,doc_0003,doc_0003_chunk_000,O,중국의 한 여성 경찰이 아파트에서 추락하던 3세 아이를 살리고 자신은 혼수상태에 빠졌습니다. 의인(義人)의 소식이 알려지자 각박한 중국 사회에 큰 반향을 일으키고 있습니다. 5일 귀주도시망 등 중국 현지 언론에 따르면 구이저우성 카일리시에 보조 교통 경찰로 일하는 천중핑(49)은 지난달 28일 한 아파트에서 비상 상황이 발생했다는 연락을 받고 현장으로 향했습니다. 도착했을 때 아파트 4층 창문에서 여자 아이가 매달려 있었습니다. 곧이어 아이는 손에 힘이 빠지면서 밑으로 추락했습니다. 천중핑과 다른 세명의 이웃들이 달려갔습니다. 그리고 아이는 바닥이 아니라 천중핑의 팔에 떨어졌습니다. 중간 비막이 천막 때문에 속도가 줄기는 했지만 추락의 충격은 천중핑이 고스란히 감당해야 했습니다. 아이는 즉시 병원으로 옮겨져 치료를 받았습니다. 다리 골절로 그리 심각한 상황은 아니라고 합니다. 하지만 생명의 은인이자 영웅은 커다란 댓가를 치러야 했다. 뇌출혈로 인한 의식불명 상태에 빠진 것이다. 다행히 이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다. 아이는 열쇠공이 문을 따는 소리에 겁을 먹고 창문 밖으로 도망을 치려다 사고를 당한 것으로 전해졌습니다. 아이가 잠든 사이 돌보던 아이의 할머니가 쓰레기를 버리러 나갔다가 문이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이
c1_151309-1,천중핑씨의 상태는 어때?,이틀 간의 코마 상태 이후 의식을 회복해 지난 2일부터 중환자실에서 치료를 받고 있습니다,doc_0003,2,0.852823,doc_0003,doc_0003_chunk_001,X,이 잠기는 바람에 열쇠공을 불렀던 것입니다. 아이의 엄마는 “천중핑의 도움이 없었다면 아이는 죽었을 것”이라며 딸을 구해준 천중핑에게 감사의 뜻을 전했습다. 카일리시 정부 대표와 공안부 관계자들도 천중핑이 입원한 병원을 찾아 위로하고 회복될때까지 도움을 아끼지 않겠다고 밝혔습니다. 천중핑의 선행 사실을 접한 중국 기업 알리바바도 ‘중국의 좋은 이웃상’과 함께 상금 1만 위안(약 170만원)을 수여하기로 했습니다. [아직 살만한 세상]은 점점 각박해지는 세상에 희망과 믿음을 주는 이들의 이야기입니다. 힘들고 지칠 때 아직 살만한 세상을 만들어가는 ‘아살세’ 사람들의 목소리를 들어보세요. 따뜻한 세상을 꿈꾸는 독자 여러분의 제보를 기다립니다. 맹경환 기자 khmaeng@kmib.co.kr
